,date,author,twitter_name,text,number_of_likes,number_of_retweets
306,2023-02-23 12:09:24+00:00,Elodia Vanegas,ElodiaVanegas4,"@PETRIIISTAAAAS @petrogustavo Por favor, médicos? Hasta donde se ve,dentro de los conocidos, la mayoría de los jóvenes están estudiando medicina. De qué habla el ""doctor ""? Conozco varias personas que tienen a sus hijos estudiando en la U del  Bosque, en la Javeriana,etc,etc.",0,0
307,2023-02-23 12:02:30+00:00,CV NOTICIAS,CVnoticiastv,"Renta ciudadana para la superación de la pobreza: foro de Prosperidad Social y la Pontificia Universidad Javeriana https://t.co/LM2Sy3913g 
@ProsperidadCol https://t.co/CnVDgaVLQ1",1,1
308,2023-02-23 11:57:16+00:00,Olier,SebastiaanOlier,Jm como me van a poner a trabajar en LA JAVERIANA un VIERNES nooooooooooo,5,0
309,2023-02-23 10:39:50+00:00,Juliana Arbelaez-Gaviria,starkblast_,"Un Manel para hablar de una de las transformaciones económicas y sociales más importante de nuestro siglo, lamentable que la Universidad Javeriana avale y permita un espacio sin mujeres, sin personas negras e indígenas. https://t.co/SiYK6ysSDt",15,5
310,2023-02-23 09:03:45+00:00,Noticias La Guajira❁,NoticiasGuajira,#LaGuajira Renta ciudadana para la superación de la pobreza: foro de Prosperidad Social y la ... https://t.co/FmuiHc1nIr,0,0
311,2023-02-23 05:57:29+00:00,☾ 𝖑𝖆𝖚𝖗𝖊𝖑,kitschofbeing,Andrea Echeverry es mi javeriana fav de resto todas muy suab pa lo que publican :p,0,0
312,2023-02-23 04:49:13+00:00,Tartarin,tartarin77,@darcyquinnr @CancilleriaCol @lafm ¿Consultado? Con razón nunca se graduó de la Javeriana.,0,0
313,2023-02-23 03:38:56+00:00,Salvador Herencia-Carrasco,Sherencia77,"Hoy di la clase de evolución normativa de #BizHumanRights, como parte de un diplomado organizado por @TirantColombia y la Javeriana.
Muchas gracias a @AnnaLuisaWalte3 y equipo por la invitación. Fue un placer haber conversado por 3 horas con un grupo fantástico de estudiantes.",8,1
314,2023-02-23 03:14:47+00:00,John Jairo,jj_gonzaleze,Y la séptima en la misma calle… la caminada esa vez fue brava brava para el norte desde la Javeriana… https://t.co/Pmz4zISRY1,1,0
315,2023-02-23 03:07:36+00:00,RAQSpolítica,RaqSpolitica,"@withoutmask Me pasó en la Javeriana con el nuevo edificio de ingeniería y me mamé el polvo, ruido y demás de la construcción",1,0
316,2023-02-23 03:04:55+00:00,Sara Moreno,sarii_morenoo,"@Dk2957573356 @Ronaldfvargass Claro,como en la javeriana despiden profesores por cualquier queja 😂",0,0
317,2023-02-23 02:58:59+00:00,Sara,SRamirezt18,"@Ingridbec1920 Amigaaa se puede, hazte el curso de 50 horas en sst, yo me metí al semillero de la u entonces ahí haces contactos✨, también estoy habiendo un diplomado en la Javeriana de Cali, y ahí vas llenando tu hoja de vida.

Yo quería en eso o en UCI y bueno salió y es super bien pago 😋",1,0
318,2023-02-23 02:12:27+00:00,Camilo,_camil_0_,"Me trae vibes del malparido del Edixon, JAAJAJAJAJAJAJ
No entiendo porque el odio de tantos profes hacia la javeriana btw https://t.co/juvuUbRMjj",0,0
319,2023-02-23 02:01:05+00:00,Samuel Navarro,Snavarro21,Estoy seguro de que el que escribió la noticia estudió comunicación en la Javeriana. https://t.co/DcDhPvPIbk,3,0
320,2023-02-23 01:47:50+00:00,Pana Rabbit 2.0,sanchpriv,"@watauvauva Jajaja Mk unos rolos q vinieron de javeriana bogota, y Dizque que les hiciera tour por cali, en un bus Mk, y terminamos rumbeando y todas esas horas me las pagaron jajaja fue como un martes",1,0
321,2023-02-23 01:13:35+00:00,Noticias Caracol,NoticiasCaracol,"Un estudio de la Universidad Javeriana demuestra la alta cifra de jóvenes fumadores que hay en el país. Se calcula que más de 800.000 jóvenes empiezan a fumar entre los 12 y 21 años. Aquí los detalles: 

Más en https://t.co/yqNEZK7ZOB https://t.co/pkivdYX8Js",10,6
322,2023-02-23 01:06:18+00:00,valeeagudd,valeeagudd,Los de la javeriana @DavidSa80230866,2,0
323,2023-02-23 00:41:11+00:00,Ana Sofía,anasofiapepins,"Al frente de la Javeriana abrieron La Tiendecita, se solicita compañere para catar uno de los mejores deditos de queso del mundo",2,0
324,2023-02-23 00:06:42+00:00,FAbianCHO,fabian_beltrang,@Ronaldfvargass Repetí la materia 2 veces en la FCE y no aprendí nada. En el posgrado en la javeriana explicaron los mismos temas aplicados a empresas y se dimensionó la importancia... Que triste,0,0
325,2023-02-23 00:05:19+00:00,Adriana María,adrianamrb_,True by the way. Pecha siempre nos consideró a los de la Javeriana unos subnormalitos. https://t.co/O0cVzDxvew,3,0
326,2023-02-22 23:25:21+00:00,💫 Andrea Tinjacá 💙,AndreT_Perez,@ValeriaDeBotas Hay uno cerca a la Javeriana de llama Karaoke Long,2,0
327,2023-02-22 23:23:51+00:00,✨,paulasegura1011,Ser javeriana me enorgullece tanto ✨ https://t.co/g0lLKDg4nF,1,0
328,2023-02-22 23:18:05+00:00,𝕍𝕒𝕝 🔗,Venegaaaxs,"Mis besties, ambos, estudiarán/estudian en la Javeriana, esto es una señal para que me inscriba en la sede de Bogotá y me vaya a vivir a tabogo.",1,0
329,2023-02-22 23:16:25+00:00,:),whatever_aleja,"Si esto es en comunicación en la javeriana, ya les escuché esa parla el semestre pasado y me sangraron los ojos https://t.co/kN4l7SkrKV",4,0
330,2023-02-22 23:14:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"#Perfil El talento de Yenny Real Ramos, arquitecta con maestría en restauración de monumentos, aporta una manera de entender el patrimonio, a través de la observación juiciosa de un paisaje urbano memorable para Bogotá: su Carrera 7ª. Aquí su historia https://t.co/5uHdnWkrnN https://t.co/DidjMrWVRU",0,0
331,2023-02-22 23:07:50+00:00,tuli 💗,Yulianaamm_,"Que ganas de ir a la javeriana, pero hay unas personitas que gasss",2,0
332,2023-02-22 22:42:16+00:00,Diario La Libertad,LaLibertadCo,"El gobierno se unirá a Bolivia en esta petición ante la reunión anual de la Comisión de Estupefacientes de las Naciones Unidas.

Periodista egresada de la Universidad Javeriana, desde el 2019 cubre temas políticos.

https://t.co/QGEiEcHcTX https://t.co/L6YCAYQYeT",0,0
333,2023-02-22 22:41:26+00:00,Diario La Libertad,LaLibertadCo,"El gobierno se unirá a Bolivia en esta petición ante la reunión anual de la Comisión de Estupefacientes de las Naciones Unidas.

Periodista egresada de la Universidad Javeriana, desde el 2019 cubre temas políticos.

https://t.co/gPaWMXBMji https://t.co/e7dwRpg1lx",2,0
334,2023-02-22 21:55:11+00:00,Claudia,clauaguf,"@darcyquinnr @lafm Mi querida egresada de la Sergio Arboleda, porque en la Javeriana le quedo grande. Permítame informarle que el mierdero con los taxistas viene de atrás desde los gobiernos que usted solapa. Dónde regalaban más que títulos universitarios.",0,0
335,2023-02-22 21:53:38+00:00,zztop,z_zztop,"En la javeriana están justificando el metro elevado con el ex ministro de transporte de santos.  Diciendo que las obras del metro van en un 20% jajajajajajajajaja

Definitivamente javerianks hijueputas",1,0
336,2023-02-22 21:33:42+00:00,Diego Rosselli,darosselli,"@carolzaratea @anaragomez Por esas cosas raras de la vida, hay más instituciones dispuestas a apoyarlo a uno para estudiar en Harvard o en Oxford que en los Andes o la Javeriana.",2,0
337,2023-02-22 21:13:35+00:00,Talento Digital MinTIC,TalentoDigCol,"#Agéndate mañana a partir de las 2:00pm, @RaulDCastellano director de Economía Digital en el #MinTIC, participará en el Panel: Transformación Digital de #Colombia2040, un espacio de diálogo sobre algunos de los retos que enfrenta el país 🇨🇴. Los esperamos▶️https://t.co/avzqB2xt18 https://t.co/XR19kfqXMe",5,3
338,2023-02-22 20:47:08+00:00,Mar. 🏳️‍⚧️ 🌈🇨🇴,tranz_atlantik,@SoyJuanDuenas Pecha daba clases en la Javeriana?,0,0
339,2023-02-22 20:17:28+00:00,Nowhere Man,Alter_____Ego_,"Que las oportunidades de movilidad social están dependiendo, en gran parte, de la universidad de la que sale el estudiante, siendo evidente la clasificación entre las privadas de clase alta (Andes, Rosario, Javeriana) y las privadas de clase trabajadora (CUN, Autónoma, UCC, UGC)",0,0
340,2023-02-22 19:33:18+00:00,Pontificia Universidad Javeriana,UniJaveriana,"🗓️Jueves 23 de febrero, 9:00 a. m.
📍Edificio de laboratorios José Gabriel Maldonado, S.J. - 9 no. piso, Universidad Javeriana.
Inscripciones➡️https://t.co/QxWFRdKCoN

@pujingenieria",1,0
341,2023-02-22 18:35:48+00:00,Fabio Ortega,FabioOrt098765,@CatalinaSuarezB @carolinacorcho Y como hizo para trabajar en la U javeriana?,0,0
342,2023-02-22 18:21:38+00:00,Skipper,SkipAd814,"Válgame Dios, menos mal estoy en la Javeriana, pero sí, ya sabía de la existencia de ese man jajaja https://t.co/5py2whxAah",0,0
343,2023-02-22 17:59:29+00:00,Hugo Sandoval Villamizar,HugoSandovalVi1,@SebastianNohra Entonces... Cómo fue por tanto tiempo investigador del CINEP? Cómo fue profesor de cátedra de Javeriana y otras universidades sin título profesional? Sólo vendedor de ideología y transbordador de nuestra juventud para favorecer a los violentos?,21,4
344,2023-02-22 17:52:18+00:00,Lorna Lucía☁️,LornaLucia,@bagarozzaenrosa JAJAJA un día como hoy en la Javeriana,2,0
345,2023-02-22 17:44:02+00:00,Jaime Arciniegas,bucarorolo,"@librepensador04 @CatalinaSuarezB @mintavillalba @carolinacorcho Engañó a la U. Javeriana y a muchos más y, ahora, la culpa es de la ministra? Recuerda a la anterior presidenta de la Cámara? Le comprueban plagio y aún así, no renunció. Lo que procede es sacarlo y denuncia por falsificar documentos.",0,0
346,2023-02-22 17:23:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"#ArchivoPesquisa Una serie de estudios realizados en los últimos años evidencia cómo los grupos violentos,especialmente los paramilitares,han condicionado el comportamiento de los electores y de las elecciones a cargos públicos en algunas regiones del país https://t.co/ZiMMnFEmQO https://t.co/krwXvrtzt7",0,0
347,2023-02-22 17:19:42+00:00,Dielco SAS,DielcoSas,"¡Hoy es el gran día!
No se pierdan el panel 'Transición Energética' en la U. Javeriana, estará nuestro CFO David Ospina junto a panelistas de PRIMER NIVEL.
@UniJaveriana @EnelColombia @TerpelCol @InnpulsaCol https://t.co/0ExFRfjxqo",2,0
348,2023-02-22 16:34:20+00:00,🍧🐇🌸🍥🩰🧸🪩💖💭,4hbn0,hoy me querían botar el menosprecio en mi casa y me dijeron ike “a donde tan javeriana?” jajajajajajajajajaja,2,0
349,2023-02-22 16:09:14+00:00,Uniandes,Uniandes,El nuevo director del @CentroOds es Ingeniero Industrial de la Universidad Javeriana (@UniJaveriana) y cuenta con doctorado en Economía Ambiental y Recursos Naturales de la Universidad de Massachusetts – Amherst (@UMassAmherst). https://t.co/7F3HeENfpY,12,2
350,2023-02-22 16:03:23+00:00,miguel salazar,miguelsalazarxy,"@Ronaldfvargass Arcenio Pecha es tan legendario que en mis prácticas hablamos de el con mis compañeros del Rosario y la Javeriana. Incluso gente de otras carreras, que nunca se lo cruzarían y nunca lo habían visto, sabían de su existencia",51,0
351,2023-02-22 16:01:38+00:00,ACMGen Colombia,acmgencol,"y proponiendo recomendaciones para superar los retos. 🎯

📆 16 y 17 de marzo
📍 Auditorio Félix Restrepo, Pontificia Universidad Javeriana
🖥️ Evento presencial y virtual
🗣️ Habrá interpretación en español, inglés, portugués y lenguaje de señas internacional 🧏‍♀️",1,0
352,2023-02-22 15:46:29+00:00,Julián A. Fernández-Niño,JFernandeznino,"Enrique Penaloza de la Javeriana agrega otros elementos inconvenientes de la reforma del gobierno.

Entre ellos, el famoso tarifario único https://t.co/IMCvjxzuTK",32,16
353,2023-02-22 15:43:22+00:00,Facultad de Salud,fsaludunivalle,"la Universidad del Valle, Javeriana, Santiago de Cali y entidades prestadoras de salud, Invitan a ser participes de: 

Fechas y lugar aquí: https://t.co/jbHqZAdU0v https://t.co/p42ZBNGukI",2,0
354,2023-02-22 15:39:34+00:00,ACMGen Colombia,acmgencol,"📆 Lunes 27 de febrero de 7:00 am a 12:00 pm
📍Auditorio Alejandro Novoa, Pontificia Universidad Javeriana
🎟️ Ingreso libre

Si deseas obtener más información, visita @acpeim💜",1,0
355,2023-02-22 15:36:38+00:00,Roco Milo,Roco_Milo,@DavidGaleanoG_ Por eso voy a meter a mi hija a la ICESI o a la Javeriana,0,0
356,2023-02-22 15:25:02+00:00,Morazulosa ✊,miyakiv,JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA NOOOOOOOO JAJAJAJAJAJAAJJAJAJAJAAJAJAJ LA JAVERIANA JAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJA https://t.co/nL9Q1OGAHy,4,0
357,2023-02-22 15:12:26+00:00,Catalina Suárez B.,CatalinaSuarezB,"También miente en la experiencia, ya que cuando me contacté con  la Universidad Javeriana, conocimos que había sido profesor hasta el 2002 y no hasta el 2004 como lo dice la hoja de vida que envía para fotos y eventos. 

¿La Ministra @carolinacorcho conocía esta información?",129,68
358,2023-02-22 15:09:28+00:00,Catalina Suárez B.,CatalinaSuarezB,Incluso cuando lo presentaban como parte de distintos equipos resaltaban sus dos “carreras de profesional” como se puede ver acá en Revista Sur . Fue profesor incluso de la Universidad Javeriana hasta el 2001. https://t.co/v4Wc8U7YZV,79,52
359,2023-02-22 15:06:44+00:00,Juan David Dueñas,SoyJuanDuenas,"Y en la javeriana también tiene su fama... Se imaginan ?

No mk jajajajajaja potente https://t.co/vfKOOZh1DR",2,0
360,2023-02-22 15:06:37+00:00,Carlos H. Rueda Quintero,CarlosRuedaQ,"@Marianapenarand Estudié en la UIS y la Javeriana, la primera exigente, la segunda, un paseo. 🤡🤡🤡",10,2
361,2023-02-22 15:00:06+00:00,Santiago Díaz B.,santiescribe_,"@MarianaArrubla El de la Javeriana, Mari, o el de la Nacional. El uno es curso, el otro es diplomado.",1,0
362,2023-02-22 14:58:50+00:00,Santiago Castro,santicastroc123,@sofiaagiraldo En la javeriana tiene que haber una bomba como pa que cancelen clase,0,0
363,2023-02-22 14:43:57+00:00,Is a bella,isabellaagomezc,a la javeriana que le gusta tanto investigar como es para una etnografía para ver cuántos de sus estudiantes (y por qué la mayoría) son bien racistas. es que tuiter se me está quedando corto pa perfilarlos :(,23,0
364,2023-02-22 14:21:54+00:00,Laboratorio de Sostenibilidad Empresarial,labsoste_PUJ,Por años el sector #empresarial se ha beneficiado del consumo de los recursos naturales. La #sostenibilidadempresarial nos invita a devolverle a la tierra lo que nos ha dado. De ahí nuestro compromiso con la sostenibilidad y el  cumplimiento de los #ODS 👉https://t.co/fVNesHU0Kd https://t.co/YUeWGSpglC,1,0
365,2023-02-22 14:21:32+00:00,Ronald Vargas,Ronaldfvargass,"""Yo los ví muy contentos, es que les di el parcial de la Javeriana"" https://t.co/2QeQJgCTrc",740,30
366,2023-02-22 14:19:47+00:00,⭐STAR⭐❄♀️,ALEJA_STAR1,"Estamos de acuerdo que lo qué paso ayer con la colectiva ""feminista"" #Jacarandas y Lucille Dupin, dejó en claro que el #LibFem también es transexcluyente, clasista, excluye mujeres por sus posturas políticas y solo es Marketing para influenciadoras blancas de la Javeriana?",4,0
367,2023-02-22 14:04:06+00:00,Pontificia Universidad Javeriana,UniJaveriana,"#OrgulloJaveriano | @CINDAeducacion certificó a la Universidad en buenas prácticas por sus proyectos:

1⃣Educación LED de la Dir. de Asuntos Internacionales
2⃣Ateneos de @MedicinaPUJ
3⃣Telecolaboraciones de la Facultad de Comunicación y Lenguaje

➡️https://t.co/RIgdUa6ge2 https://t.co/sEvoKolmG0",15,4
368,2023-02-22 13:51:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"#FelizMiércoles Aquí les contamos cómo un investigador javeriano trabaja en la creación de una máquina que identifique las emociones y la intención con la que circulan mensajes en redes sociales. 😲➡️https://t.co/cqY284ADV4
#InteligenciaArtificial https://t.co/oCy2XNwG6j",0,0
369,2023-02-22 13:05:23+00:00,Narcofuturista Conservador.,narcofuturista1,"@Vindobonensis Siempre uno tiene gente así, a mi me pasó con un imbécil de la javeriana.",4,0
370,2023-02-22 13:04:25+00:00,Jorge Quintero,jorgedigital,"Insuficiente. Así puede clasificarse el cubrimiento periodístico de la Paz Total, durante octubre, por catorce medios nacionales de prensa, tv y digitales, según un estudio realizado por el Observatorio de Medios de la Universidad Javeriana.
#PazTotal https://t.co/YkuqvgI9vU",2,2
371,2023-02-22 13:02:02+00:00,Oscar Mejía Quintana,OMejiaQuintana,"Con diploma de los Andes, la Javeriana y la Nacional: empleo seguro Via @Las2orillas https://t.co/Q5r2AVmGrM",0,0
372,2023-02-22 13:01:42+00:00,Dirección de Relaciones Exteriores,DRE_UNAL,"🇨🇴 Si quieres hacer movilidad nacional, prográmate para las Charlas informativas del #ConvenioSígueme.

Inscríbete aquí: https://t.co/yf1AmQ1UW8

@UNALOficial @ORIBogotaUNAL @MedellinUNAL @ori_pal @UNdeLaPaz @TumacoUNAL @orinoquiaunal @AmazoniaUNAL  @SedeManUNAL @CaribeUNAL https://t.co/8uwCtqT6p0",4,1
373,2023-02-22 12:54:37+00:00,⭐STAR⭐❄♀️,ALEJA_STAR1,"Miss Políticamente correcta a hablado... 

Yo la verdad tengo tanto que decir de ella, pero tan poco que aprenderle. La nena de la Javeriana habla literalmente desde el privilegio y lo peor de todo es que se vende como ""progre"". Lo que hacen por seguidores y Likes. https://t.co/ZKhWBUznwN",2,0
374,2023-02-22 11:46:11+00:00,Laura 👽,fxckmodel,"Ay no yo amaba a Mar pero es una persona tan incongruente, ya no puedo más con sus discursos falsos donde hace las cosas por quedar bien y ya. Primero con su postura débil cuando la javeriana subió sus precios y ahora lavándose las manos con el tema de jacarandas.",2,0
375,2023-02-22 05:36:20+00:00,Joe Bonilla Gálvez,joebonilla78,"Los esperamos en el Congreso de la Industria del Deporte que se llevará acabo en la Pontificia Universidad Javeriana y que contará con la participación de @roca_toni, representantes de @JuniorClubSA, @AmericadeCali y @Equidadfutbol https://t.co/RYhj7Es9oB",0,0
376,2023-02-22 04:44:38+00:00,KELLY PERO QUÉ MONDÁ,DamilerCGI,"@Juan_Solano23 @nutrialeria @ValentinaRondn5 @UExternado @UniversidadUNAD En la Javeriana no han dicho ni mú de mañana, precísamente.",1,0
377,2023-02-22 04:16:12+00:00,Anna 𔘓̸ lvs lalita❤️‍🩹,annebutter07,@patasdeHyunjini @elGatodeLee y el hyunjin en la javeriana,1,0
378,2023-02-22 03:28:34+00:00,El Tío Danii Stone 🤍💙,dantsisrojas,"#LaTeleLetal esas viejas de la javeriana están buenas, pero muy idas del planeta Chapinero jajajajajaja 🤣🤣🤣",1,0
379,2023-02-22 03:19:54+00:00,DJMANNIXX,DJMANNIXX,"@Ivanmen75145922 @MONYRODRIGUEZOF @ComisionadoPaz esa gonorrea de la danila rueda siempre ha sido asi.. desde que era el profesor “sabelotodo”
en la javeriana.",1,0
380,2023-02-22 03:15:00+00:00,Noticentro 1 CM&,CMILANOTICIA,Dos I La Universidad Javeriana revela un interesante estudio https://t.co/z4WrVxXyE7,9,2
381,2023-02-22 03:14:21+00:00,DJMANNIXX,DJMANNIXX,@MONYRODRIGUEZOF @ComisionadoPaz ese hijo de las mil putas es un mamerto que fue profesor mio en la javeriana… como siempre el egomanico creyendose mas que el resto…no le tengas miedo a ese pedazo excremento…,0,0
382,2023-02-22 03:14:01+00:00,juancho midnights version 🌒,Juan_Solano23,"@nutrialeria @ValentinaRondn5 @UExternado @UniversidadUNAD ??? Otras universidades como Andes, javeriana y rosario manejan el modelo híbrido
No que el Externado se encuentra a la vanguardia ???",4,0
383,2023-02-22 03:11:02+00:00,ana folklore 🧣,behindthemall13,@miguelmidnights javeriana JAJA,0,0
384,2023-02-22 02:52:34+00:00,Ciencia Jurídica,AcadCJuridica,"@susyfernandez25 @MiguelPoloP @franciamarquez https://t.co/c0FVNlSQ6l: 25propuestas del presidente Petro para la paz
https://t.co/VEENp32hCr:Presidente Petro sancionó Ley de Paz Total
https://t.co/V1FF85ktG2:Petro presenta plan d desarrollo con paz total ampliada
Implementación acuerdo d paz
ONU respalda esta política de paz",0,0
385,2023-02-22 02:38:46+00:00,sapo,papitasdemac,Yo siento que no estoy en la Javeriana premium porque no me han cancelado ninguna clase,1,0
386,2023-02-22 02:23:01+00:00,Juantxo Troncoso,JuantxoT,"Mi hija mayor es comunicadora social egresada de la javeriana, estudio con auxilio educativo de Fundación Bolivar y trabaja con la universidad de los Andes, hoy la ascendieron con una mejora de sueldo. No conozco alguien que se lo merezca más.
No me cabe el orgullo en el pecho",1,0
387,2023-02-22 02:15:37+00:00,Nat lvs Nath & Majo 🇨🇴,louxhabit_28,@habit91lt Es la javeriana,0,0
388,2023-02-22 01:59:36+00:00,Erika Sarmiento,Erika_Sarmi12,Ya entiendo por qué la javeriana es una de las mejores universidades por qué no cancelan clase así estemos en una guerra mundial,0,0
389,2023-02-22 01:37:42+00:00,JoseDa | ☢,JoseDaStreams,"@lricardorueda @materarte @Dann1523 @ICETEX Me encantan tus ocurrencias, casi parce que quisieras hacer el ridiculo... ""Economista – Universidad Externado. Tiene especialización en Administración Pública de la ESAP, Master de Economía de la Universidad Javeriana"" ah y famirializate con el termino -EX- guerrillero https://t.co/dti8lnhtGW",2,0
390,2023-02-22 01:00:37+00:00,Elsy Rosas Crespo,ensayista2020,"Vacantes en la Javeriana anunciadas por televisión.

¿Así de negreros son?",1,1
391,2023-02-22 00:06:11+00:00,Charlies Ramírez,CharliesRamrez2,@PremiosPopis La javeriana mijo,0,0
392,2023-02-22 00:00:26+00:00,Facultad de Ciencias Jurídicas PUJ,FacJuridicasPUJ,"Asiste al Congreso de Contratación e Infraestructura Pública 🌉

Organizan: Facultad de Ciencias Jurídicas @UniJaveriana y @EduContinuaPUJ con el apoyo de @CedepCol
Colaboran: @LegisColombia, @camaradelainfra y @IngenieriaSCI 

Inscripciones en: https://t.co/8UWNEbqkb0 https://t.co/TyaGGLEkf0",4,2
393,2023-02-21 22:35:35+00:00,Juan Charrasqueado 🤓,donjuanburlador,@VillanueAle @AForeroM Ese filipichin dice exactamente lo mismo que el payaso que salió en Caracol y que estaba moderando el conversatorio en la Javeriana: que no hay plata. Lo pintan como si el gobierno fuera a demoler las EPS y a construir nuevas instalaciones con la foto de Petro. Petardos.,1,1
394,2023-02-21 22:01:06+00:00,Juan P. Zuluaga 🔦,FulanoZuluaga,"Deberían haber invitado a @opardor , director del observatorio fiscal de la Javeriana y ahora candidato a representante de cotizantes a la junta de la AFP @proteccion, o a @fesalazarg, exviceministra de empleo y pensiones.  @KevinHartmannC @HollyMaSu https://t.co/ubn3Ab6IXR",2,1
395,2023-02-21 21:44:57+00:00,Sarss,sw4gsara,De vez en cuanto me da tusa por no ser de la javeriana pero luego se me pasa 🤑,2,0
396,2023-02-21 21:39:30+00:00,*ੈ✩‧₊˚manuela･:*˚:✧｡𓃗☼🦷,odiorecordar,la javeriana me está cobrando 42.000 pesos por un certificado que dice que no hacen el certificado que necesito jajajajajajafjdskjdkjks ok gracias puj,124,0
397,2023-02-21 21:27:20+00:00,Jose Luis Ramirez,joseluisx221,@Arupan98 El hospital queda dentro de la javeriana en bogota? Que loco eso,0,0
398,2023-02-21 21:14:37+00:00,Camila 🌸,cxcb_,"Se los juro que cada que paso por la Javeriana y veo que la mayoría que estudian allá son así, mi reacción es esta https://t.co/ofReDUWZlv https://t.co/QNZXZSL2KG",0,0
399,2023-02-21 20:55:48+00:00,Giuliana Buvoli Aduen.,BuvoliconB,@jcamiloorozco2 @ValeAldana1 nosotras en el taller de la javeriana 😂o en la biblioteca comienza arroz el tigre,0,0
400,2023-02-21 20:52:31+00:00,𝕃𝕖𝕥𝕥𝕦𝕔𝕖 𝔹𝕠𝕨𝕚𝕖 💚 🥗,MenitaBowie,"-Hoy estaba revisando mi historial del fondo de pensiones y me acordé de un Man de la Javeriana con el que trataba cuando tenía como 17 años y un día que tuvimos una pelea me escribió esto. Ya viéndome casi en la mitad del camino pensional pregunto, ¿CUÁNTAS SEMANAS TENÉS? 🤣 https://t.co/jcFiU7Xw0d",4,0
401,2023-02-21 20:26:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"A propósito del #DíaMundialDeLosOsos🐻, un especialista en el #OsoAndino nos habla sobre las razones por las que se encuentra en estado de vulnerabilidad y cómo podemos ayudar a conservar su ecosistema.
➡️https://t.co/lA1wP8FI44 https://t.co/1zKvFCn4ND",3,2
402,2023-02-21 20:01:37+00:00,Mi familia me dice Maruja,majitopriv0510,Los parceros de transmilenio llegan hasta la javeriana a cantar qué hay que pagar https://t.co/NFiZw0i7qN,2,0
403,2023-02-21 19:54:04+00:00,Skade,Achelarre,A la chica que me colabora como asistente virtual la llama una máquina de la Javeriana cada dos semanas para responder una encuesta y le hacen una recarga de $5.000 al finalizar. Ahora me ha puesto a escuchar y es hasta divertido y novedoso. Preguntan sobre violencia doméstica.,0,0
404,2023-02-21 19:45:22+00:00,Danna Alvarez,dannaaaaalvarez,@vmendezzz1 en la javeriana es todos los miércoles en cubos,0,0
405,2023-02-21 19:18:16+00:00,Dielco SAS,DielcoSas,"Te presentamos los panelistas de PRIMER NIVEL que, junto a nuestro CFO David Ospina, estarán en este gran evento de la U. Javeriana e InnPulsa.

Para más información: https://t.co/VTwtshleOO

@UniJaveriana @EnelColombia @TerpelCol @InnpulsaCol https://t.co/oQWhDIpoSr",3,0
406,2023-02-21 18:58:51+00:00,Centro Ático PUJ,centroatico,"Si tienes una historia que contar, #OJOSECOPUJ es LA oportunidad que no puedes dejar pasar 😱

Haz clic en el enlace para que conozcas los detalles 🔥 https://t.co/fBV8yeev2u

@ArquidisenoPUJ  
@CSocialesPUJ  
@comsocialpuj 
#artes
@UniJaveriana https://t.co/fiflkwdnfU",1,0
407,2023-02-21 18:39:21+00:00,Arupan,Arupan98,Llevo 3 restaurantes donde no he podido comer en la javeriana Bogotá. Almorzar en la jave es una manera no importa si es Bogotá o cali,0,0
408,2023-02-21 17:30:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"Hoy, en el Día Nacional de las #LenguasNativas, recordamos el trabajo colaborativo entre investigadores javerianos y miembros de la comunidad indígena jiw, asentada en San José del #Guaviare, para representar su mundo a través de la palabra escrita. ➡️https://t.co/BxhxgtCA3Z https://t.co/0HuTuMG0Bh",0,1
409,2023-02-21 17:12:28+00:00,Dario Hidalgo🇨🇴,dhidalgo65,"https://t.co/3f2mxWRLSE
Compromiso con la movilidad sostenible @UniJaveriana 
Más viajes a pie, en bicicleta, en patineta eléctrica, en carro compartido y en carro eléctrico https://t.co/w8kClQ2669",6,2
410,2023-02-21 17:11:21+00:00,Miquel Cortés Bofill,gtbofill,"Personeros de la Queen Mary University of London y de la Pontificia Universidad Javeriana de Bogotá, visitan la Universidad Rafael Landívar,  Guatemala. https://t.co/MLAPskb9Rt",14,0
411,2023-02-21 17:09:07+00:00,Las2orillas,Las2Orillas,Estas tres universidades son las mejores calificadas para facilitarle a sus estudiantes entrar al mercado laboral recién se gradúan. Aquí el Top 10 https://t.co/RieXmeRL7I,3,1
412,2023-02-21 17:03:59+00:00,Camilo Andrés García,hyperconectado,"Teniendo en cuenta que he reportado ataques a Universidad Javeriana, Universidad Externado, Universidad Piloto, Universidad de Antioquia y no ha existido el primer pronunciamiento pues es claro que la Universidad Nacional tampoco lo haga. Pues es un tema que a nadie le importa.",7,0
413,2023-02-21 16:45:04+00:00,johnf 𓆣,yonefe,"Recuerdos repentinos de la horrible guerra que tuve contra una plaga de cucarachas hace casi 10 años cuando vivía en un apartamento pequeño cerca a la Javeriana. Aunque fue horrible extraño a esas hijas de puta, sobre todo ahora que busco y busco apartamento y no encuentro.",2,0
